first_name,last_name,latitude,longitude,company,pyfloat,random_digit
Alicia,Simmons,-26.131429,82.325872,Carter-Williams,-909190961450.6,4
Michael,Benson,-16.433246,-99.570718,"Christian, Lynn and Duncan",-8.8784604,7
Ryan,Brown,52.495734,84.317671,Shea-Smith,-61415463.0,1
Julia,Carter,-5.9557355,-119.551093,"Harrington, Perez and Williams",69080696924766.8,9
Tammy,Reed,7.8241635,171.464370,Perez LLC,858326233823359.0,3
Stacey,Roberts,6.4931475,145.210250,Martinez Inc,-4472956.55941881,3
Emma,Velez,22.3024545,134.723250,Nelson-Bell,4089444.6,8
Brittany,Butler,7.6558315,67.131630,Rivera-Williams,-919.937210814,6
Edward,Pope,29.2700685,-56.184314,Weiss-Golden,-6797.93042,3
Laura,Watson,85.8642025,27.358572,"Maldonado, Logan and Martinez",28083919291188.3,9
Daniel,Sparks,29.149994,-136.179452,Jenkins LLC,-9848055278129.16,1
Justin,Woods,28.9186855,-173.853021,"Cortez, Hamilton and Miller",-54417050.9,3
Jennifer,Carter,-58.5803605,175.075743,"Owens, Anderson and Williams",-628.308120650955,3
Regina,Turner,53.9952085,-161.803420,"Martinez, Freeman and May",-7.2689,3
David,Page,-85.9645455,75.822101,Gomez Group,-349147751.1,4
Stephen,Herrera,14.4180295,42.758179,"Hill, Jordan and Ayers",-43.7,3
Sharon,Henry,-4.7487155,-108.239170,"Munoz, York and Payne",34780989126889.0,7
Stefanie,Church,-53.9441545,-162.859114,"Bowman, Knapp and Richardson",83428471.110883,6
Jean,Mcclure,-64.922190,129.433977,Conrad Group,-262073.6,4
Michelle,Aguilar,53.7377995,125.689318,"Greer, Armstrong and Watkins",-705425038988183.0,1
