first_name,last_name,latitude,longitude,company,pyfloat,random_digit
Howard,Crawford,-47.993437,-95.098819,Jensen and Sons,-49965352.9279574,4
Angela,Kelley,-32.990702,26.860766,"Smith, Cordova and Foster",-1306563.87412,0
Brandy,Johnson,-15.758703,-14.581565,Rodriguez PLC,-195310844444807.0,8
Scott,Morgan,-25.457555,-100.423336,"Little, White and Hamilton",86743913.1,2
Diana,Hall,88.2546275,-138.729066,Johnson-Hawkins,-290048374895.531,3
Nathan,Garcia,-68.230675,61.809512,Hester-Goodwin,-81.86558,1
Dana,Johnson,-52.8676015,-174.100239,"Warner, Vasquez and Vargas",-3664543025746.52,3
Erica,Zhang,72.528145,-117.000578,Smith Ltd,-3.3430568114,4
Jacob,Daniel,22.179552,-11.002841,Pace-Parker,-3.695090337,1
Denise,Taylor,69.4932505,123.367299,Martinez-Vang,-58714.4,4
Christy,Chen,10.647327,-55.062177,"Fletcher, Garrett and Brown",-3512984075555.0,0
Shawn,Schneider,61.229535,47.265087,Cruz-Johnson,300866980402701.0,1
Courtney,Thomas,13.5846585,-169.889081,"Lane, Gordon and Rose",-614.2857559,6
Crystal,Watkins,25.2047355,141.660991,Powell-Meyers,-8138313402031.63,0
Tina,Maldonado,-40.4027595,42.342625,Thomas-Moore,24253.0,1
Krystal,Ray,49.6064005,43.611806,Daniel Group,729659.94812,6
Austin,Hunter,64.5046205,-107.962856,Pearson-Harper,714273786664545.0,3
Michael,Robinson,50.8297425,105.547471,Fowler Ltd,14.17998521,7
John,Rodriguez,33.645348,-100.316655,Bell-Zhang,8253181246.28,9
Michelle,Smith,25.5033865,8.300466,Simon Inc,-9.1,6
